ID,Project,File Upload Id,Mark,Quantity,Area,Location,Door Ref,Door Size,Door Width,Door Height,Door Thickness,Door Material,Fire Rating,Frame Ref,Frame Size,Frame Width,Frame Height,Frame Throat,Hardware Ref,Remarks,Extra,Hardware Sets,Sync to Openings
5257,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",510,,MECHANICAL ROOM #507,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5258,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",511,,LAUNDRY CHUTE CLOSET,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5259,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A1,,KING GUESTROOM ENTRY,,A1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5260,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B1,,KING GUESTROOM BATH,,B1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/8""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5261,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A2,,H/C KING GUESTROOM ENTRY,,A2,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5262,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B2,,H/C KING GUESTROOM H/C BATH,,B2,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5263,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A1,,KING SUITE GUESTROOM ENTRY,,A1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5264,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B1,,KING SUITE GUESTROOM BATH,,B1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5265,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A2,,H/C KING SUITE GUESTROOM ENTRY,,A2,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5266,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B2,,H/C KING SUITE GUESTROOM H/C BATH,,B2,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5267,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A1,,DOUBLE QUEEN GUESTROOM ENTRY,,A1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5268,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B1,,DOUBLE QUEEN GUESTROOM BATH,,B1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5269,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A2,,H/C DOUBLE QUEEN GUESTROOM ENTRY,,A2,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5270,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B2,,H/C DOUBLE QUEEN GUESTROOM BATH,,B2,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5271,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A1,,DOUBLE QUEEN SUITE GUESTROOM ENTRY,,A1,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5272,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B1,,DOUBLE QUEEN SUITE GUESTROOM BATH,,B1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5273,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",A2,,H/C DOUBLE QUEEN SUITE GUESTROOM ENTRY,,A2,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-min.,HM,,,,,GR1,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: *TIMELY #TA-30 MOLDING **PAINT CORRIDOR FACE TO MATCH PRE-FIN DOORS,,
5274,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",B2,,H/C DOUBLE QUEEN SUITE GUESTROOM BATH,,B2,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,,WD,,,,,GR2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5275,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",C,,ACCESSORY DOORS COMMUNICATING DOOR,,C1,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,45-min.,HM,,,,,GR4,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: *; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 45 MIN; REMARKS: *PAINT TO MATCH SELECTED FF&E COLOR,,
5276,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",101,,VESTIBULE #101,,Q,* x *,*,*,*,,--,ALUM.,,,,,1,,NUMBER OF PANELS: *; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: --; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 1""",
5277,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",102,,LOBBY #102,,Q,* x *,*,*,*,,--,ALUM.,,,,,1,,NUMBER OF PANELS: *; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: --; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 1""",
5278,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",103,,DELETED,,,0 x 0,,,,,,,,,,,,,,,
5279,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",104,,DELETED,,,0 x 0,,,,,,,,,,,,,,,
5280,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",105,,DELETED,,,0 x 0,,,,,,,,,,,,,,,
5281,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",106,,STORAGE #115,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5282,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",107,,ELECTRICAL #116,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5283,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",108,,DELETED,,,0 x 0,,,,,,,,,,,,,,,
5284,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",109,,DELETED,,,0 x 0,,,,,,,,,,,,,,,
5285,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",110,,MEETING ROOM #107,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,4,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 4""",
5286,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",111,,MEETING ROOM #107,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,4,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 4""",
5287,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",112,,CORRIDOR #122,,K,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,ALUM.,,,,,5,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: *; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 5""",
5288,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",113,,STAIR A #113,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-MIN.,F.H.M.,,,,,2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 2""",
5289,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",114,,MECH/STORAGE/ENGR #114,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,8,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 8""",
5290,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",115,,WOMEN #118,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,9,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 9""",
5291,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",116,,MEN #119,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,9,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 9""",
5292,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",117,,CLOSET AT MEETING ROOM,,E,"2'-0"" x 7'-0""","2'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,15,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 15""",
5293,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",118,,CLOSET AT MEETING ROOM,,E,"2'-0"" x 7'-0""","2'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,15,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 15""",
5294,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",119,,FOOD PREP #120,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,10,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 10""",
5295,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",120,,FOOD PREP #120,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,10,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 10""",
5296,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",121,,BREAKFAST #121,,K,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,ALUM.,,,,,5,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: *; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 5""",
5297,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",122,,BREAKFAST #121,,K,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,ALUM.,,,,,5,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: *; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 5""",
5298,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",123,,WOMEN #126,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,9,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 9""",
5299,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",124,,GUEST LAUNDRY #123,,H,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,11,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 11""",
5300,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",125,,MEN #125,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,9,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 9""",
5301,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",126,,EXERCISE ROOM #124,,H,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,12,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 12""",
5302,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",127,,POOL #128,,H,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,F.H.M.,,,,,6,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 6""",
5303,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",128,,POOL #128,,K,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,ALUM.,,,,,5,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: *; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 5""",
5304,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",129,,POOL EQUIPMENT #129,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,6,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 6""",
5305,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",131,,VESTIBULE #127,,H,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,20-MIN.,F.H.M.,,,,,2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 20 MIN; REMARKS: ,"""""""Tru_Israel, IL"""" - 2""",
5306,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",132,,STAIR B #132,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-MIN.,F.H.M.,,,,,2,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 2""",
5307,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",133,,CORRIDOR #122,,K,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,--,ALUM.,,,,,5,,NUMBER OF PANELS: 1; DOOR MAT'L: ALUM.; DOOR FINISH: PRE-FIN; FRAME MAT'L: *; FRAME FINISH: PRE-FIN; EXT FR FINISH: *; INT FR FINISH: *; RATING: *; REMARKS: * PKGD ASS'Y BY DOOR MFR,"""""""Tru_Israel, IL"""" - 5""",
5308,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",134,,EMPLOYEE TOILET #133,,L,"3'-0"" x 6'-8""","3'-0""","6'-8""","1 3/4""",,--,F.H.M.,,,,,9,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: --; REMARKS: ,"""""""Tru_Israel, IL"""" - 9""",
5309,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",135,,EMPLOYEE BREAK ROOM #136,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5310,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",136,,MECHANICAL ROOM #135,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5311,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",137,,EMPLOYEE BREAK ROOM #136,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-MIN.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
